"","m/z","var_m/z","max_int","sum_int","RT","minRT","maxRT","part_ID","EIC_ID","peak_ID","Score"
"28",257.939140319824,2.3283064365387e-10,16599248,58973931,1969.31,1967.34,1972.6,1555,2433,1651,0
"29",805.580017089844,3.02679836750031e-07,16588936,109144077,1281.22,1266.23,1283.58,6009,10483,7132,0
"30",257.939208984375,4.65661287307739e-10,16539234,75838159,1691.76,1688.44,1700.91,1555,2432,1649,0
"31",257.939178466797,0,16455957,29364258,1721.07,1718.01,1721.07,1555,2432,1650,0
"32",748.569373346144,5.55484846074094e-07,16272450,236550609.5,1198.14,1198.14,1261.52,5652,9670,6407,0
"33",805.578909301758,2.92703700371278e-06,15221220,311908614,1290.22,1286.74,1365.05,6009,10483,7133,0
"34",257.93913269043,4.65661287307739e-10,15194668,29887895,1979.29,1976.25,1979.29,1555,2433,1652,0
"35",257.939099121094,2.79396772384644e-10,15181345,71527190,1835.9,1833.53,1844.36,1555,2433,1653,0
"36",745.549654279436,3.91588485860205e-06,15149954,402216793.554688,1310.68,1278.59,1388.52,5629,9624,6365,0
"37",885.550763448079,8.37312984293786e-08,14913032,128301106.59375,1255.94,1253.72,1300.48,6451,11539,8075,0
"38",832.608092087966,1.18354523658393e-06,14698393,360248672.390625,1395.63,1363.37,1488.61,6163,10841,7408,0
"39",805.571146647135,1.61429246266683e-08,14636921,38900325,1198.14,1196.46,1200.12,6009,10484,7134,0
"40",779.554890950521,1.20787059559542e-06,14476060,146265865.5,1188.82,1154.7,1194.21,5842,10103,6789,0
"41",779.555053710938,1.49011611938477e-08,14132399,38208207,1198.14,1196.46,1200.12,5842,10103,6790,0
"42",742.539862738715,2.17289786146145e-07,13981924,275878349.71875,1320.63,1313.95,1406.78,5608,9575,6319,0
"43",742.539851262019,5.62805395859938e-07,13817676,81994347,1304.37,1283.58,1305.55,5608,9575,6320,0
"44",805.570458984375,4.86778361456735e-06,13716754,128368641,1191.04,1162.2,1194.21,6009,10484,7135,0
"45",805.571350097656,3.72529029846191e-08,13666212,166894950,1212.18,1209.96,1253.72,6009,10484,7136,0
"46",834.60424041748,1.17440397540728e-05,12974088,118536387.34375,1281.22,1253.72,1285.15,6171,10863,7426,0
"47",888.560619354248,6.6667174299558e-08,12928710,131743204.25,1227.38,1202.62,1235.13,6469,11568,8102,0
"48",779.555313110352,1.25121163285297e-07,12910608,178391117.75,1207.61,1204.97,1253.72,5842,10103,6791,0
"49",809.593313363882,5.53110089057531e-07,12737643,99065993.65625,1281.22,1259.7,1285.15,6037,10543,7192,0
"50",834.606101771763,4.25309193234484e-08,12728375,247765616.875,1290.22,1286.74,1354.48,6171,10863,7427,0
"51",749.531494140625,4.65973731010191e-06,12667615,226390333.625,1255.94,1229.09,1292.22,5659,9684,6414,0
"52",742.540120442708,8.69234402974447e-09,12457212,37094961,1308.05,1308.05,1312.55,5608,9575,6321,0
"53",776.544876098633,1.99569123131888e-08,12339724,83676020,1212.18,1202.62,1219.53,5827,10070,6747,0
"54",700.529225068934,5.07936758153579e-07,12251509,273774749.953125,1365.05,1337.81,1451.65,5253,8957,5856,0
"55",857.675801595052,3.04977099100749e-07,12213521,41926569.375,1484.16,1473.22,1485.98,6296,11183,7734,0
"56",809.592741313734,1.15176649554864e-06,12113325,212031330.40625,1293.9,1292.22,1366.73,6037,10543,7193,0
"57",888.560709635417,8.69234402974447e-09,12012781,31446194,1245.55,1243.87,1247.94,6469,11568,8103,0
"58",835.618470368562,8.57166909488409e-07,11985641,299681535.398438,1397.31,1365.05,1496.24,6179,10878,7437,0
"59",750.544666523836,1.65103852343397e-07,11966291,267158227.652344,1354.48,1337.81,1446.93,5663,9695,6424,0
"60",857.676055908203,1.3659397761027e-08,11697015,43743371,1490.16,1488.61,1496.24,6296,11183,7735,0
"61",888.560750325521,1.24176343282064e-09,11651031,34491546,1236.8,1236.8,1241.11,6469,11568,8104,0
"62",857.676106770833,2.80948976675669e-08,11309874,180187046.28125,1505.78,1502.46,1595.4,6296,11183,7736,0
"63",831.596008300781,1.35678994028192e-07,11163963,218602084.34375,1290.22,1286.74,1363.37,6157,10831,7400,0
"64",831.592663574219,1.28313899040222e-05,10885463,62240265.875,1273.57,1255.94,1276.09,6157,10831,7401,0
"65",831.595779418945,8.38190317153931e-09,10873991,42143068,1283.58,1279.9,1285.15,6157,10831,7402,0
"66",751.535021972656,1.46623168672834e-05,10767247,56017257.8125,1245.55,1219.53,1247.94,5671,9706,6436,0
"67",767.542729304387,5.63426277576349e-07,10621209,68609914,1304.37,1286.74,1310.68,5773,9935,6632,0
"68",776.54530843099,1.13710051491147e-07,10587594,98726112.5,1192.63,1162.2,1194.21,5827,10070,6748,0
"69",751.5393409729,4.07143185536067e-08,10548580,114693457.25,1255.94,1253.72,1285.15,5671,9706,6437,0
"70",776.545288085938,3.72529029846191e-09,10498442,30408356,1198.14,1196.46,1200.12,5827,10070,6749,0
"71",789.548548081342,1.06778872363708e-06,10467606,126786015.75,1348.43,1319.09,1352.77,5910,10229,6895,0
"72",778.560595703125,7.2585211859809e-07,10063335,56641664.375,1281.22,1266.23,1285.15,5838,10092,6773,0
"73",819.626120431083,3.01038252783346e-06,10005333,83767329.34375,1281.22,1259.7,1286.74,6084,10670,7291,0
"74",817.62021706321,5.68276101892645e-08,9903908,78148877.625,1279.9,1264.41,1285.15,6073,10641,7271,0
"75",751.539215087891,1.86264514923096e-09,9838494,18719179,1251.89,1249.25,1251.89,5671,9706,6438,0
"76",745.559067144627,8.1915499233618e-08,9837697,214559732.546875,1423.35,1397.31,1502.46,5629,9625,6368,0
"77",886.554153442383,5.89837630589803e-09,9823438,31610627,1245.55,1243.87,1249.25,6459,11549,8082,0
"78",886.554077148438,9.31322574615479e-09,9688431,44872996.5,1238.75,1232.77,1241.11,6459,11549,8083,0
"79",817.620228358677,1.23087336462011e-07,9502672,165166348.5,1293.9,1292.22,1346.61,6073,10641,7272,0
"80",886.553398980035,1.44116994407442e-06,9487949,48465823.5,1222.94,1207.61,1224.75,6459,11549,8084,0
"81",789.549133300781,3.72529029846191e-09,9388868,26246170.5,1354.48,1354.48,1358.79,5910,10229,6896,0
"82",802.56103515625,1.34110450744629e-08,9307184,44950977.5,1212.18,1209.96,1220.85,5990,10435,7089,0
"83",802.560009184338,9.70386678264255e-06,9233302,118391019.75,1200.12,1160.38,1204.97,5990,10435,7090,0
"84",819.626871744792,8.69234402974447e-09,9228722,25720066,1288.69,1288.69,1292.22,6084,10670,7292,0
"85",817.620300292969,1.11758708953857e-08,9089413,26324429,1288.69,1286.74,1290.22,6073,10641,7273,0
"86",815.613716125488,4.2660782734553e-07,9077059,99358649.9375,1288.69,1261.52,1292.22,6066,10619,7254,0
"87",196.025023803711,3.55998054146767e-09,9048079,86902373.4741211,219.676,170.487,224.404,758,1200,811,0
"88",767.54302657278,4.36955885391995e-07,8894171,145397359.578125,1320.63,1317.11,1395.63,5773,9935,6633,0
"89",835.607097625732,1.10485746214787e-05,8829152,73755006.3828125,1281.22,1251.89,1283.58,6179,10879,7438,0
"90",789.549133300781,1.61429246266683e-08,8804049,55211376,1361.02,1361.02,1373.83,5910,10229,6897,0
"91",196.025028097218,5.61546222329727e-09,8773631,68444918.3515625,233.449,231.895,303.317,758,1200,812,0
"92",723.516328938802,1.79498678161984e-06,8615658,75883178.84375,1255.94,1230.95,1259.7,5447,9283,6092,0
"93",778.560989379883,1.08654300371806e-08,8612351,31637290,1286.74,1286.74,1292.22,5838,10092,6774,0
"94",767.543131510417,1.24176343282064e-09,8602837,25771931,1313.95,1312.55,1315.93,5773,9935,6634,0
